search_term,natural_language,counts,directionality,search_term_source,category,keep_term
humanistikê dijital,"diq, zza",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umanistică digitală,"mo, ro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digital humaniti,"iba, rej",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
دیجیتال بشریت,"bal, bgn",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True
humaniora digitalis,"bbc, gay",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ڊجيٽل انسانيت,"kfr, sd",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True
kultur digital,"ban, sas",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
makala ya kudumu,"guz, rng",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
pengubahan digital,"kvr, rej",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
științe umaniste digitale,"mo, ro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digiálmiidu,"sma, smj",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
دیجیٹل ھیومینٹیز,"bal, bgn",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True
imihlabathi yedigithali,"nd, nr",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
ឌីជីថលវិជ្ជាជីវៈ,"kxm, tsj",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitale geisteswetenschappen,"nds, nds-nl",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
ឌីជីថលមនុស្សសាស្ត្រ,"kdt, kxm",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
ڈیجیٹل انسایکلوپیڈیا,"brh, mvy",2,rtl,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
umanistiche digitêl,"egl, rgn",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kamusi ya kifasihi,"ken, lan",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
santé digitale,"bci, gba",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
ũũgĩ wa dijitali,"ebu, mer",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kumania digital,"kge, sly",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanistyka cyfrowa,"be-x-old, pl",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True
diliti gwamini,"dnj, jgo",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
儒學數位化,"hmd, yao",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
цифрӧвӧй гуманитарнӧй наукаяс,"koi, kv",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaru mansa,"bm, dtm",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
विज्ञान कोम्प्यूटर,"bjj, bra",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
ψηφιακά ανθρωπιστικά,"pnt, tsd",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
senefou ninki,"bm, man",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
humanitia digilita,"bmq, sbp",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
дигиталныя гуманитарныя науки,"koi, myv",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale menscheit,"dum, nrm",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
raqamli gumanitar fanlar,"uz, uz_AF",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ဒစ်ဂျစ်တယ် လူ့ဗေဒ,"kht, my",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitale humaniteiten,"dum, vls",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaal humanistika,"srb, zen",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ডিজিটাল মানবিকী,"bn, hoc",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
डिजिटल ह्यूमनाइटीज,"bhi, gom",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijitāl mānviyata,"bhi, bjj",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
kev kawm txog tib neeg hauv tshuab,"hmn, hnj",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ubumuntu bwa digital,"myx, rw",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ಡಿಜಿಟಲ್ ಮಾನವಶಾಸ್ತ್ರ,"kn, tcy",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
សារព័តវិទ្យា,"km, kxm",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitaal humanaansi,"btv, mdt",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tłįchǫ kų̀ḫé,"dgr, tce",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
dijitali humane,"dtm, sad",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
د دیجیټل هنسنمنی,"khw, mvy",2,rtl,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
មនុស្សសាស្ត្រឌីជីថល,"km, kxm",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
цахим хүмүүнлэг,"bua, xal",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
тоон хүмүүнлиг ухаанууд,"bua, bxr",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ܕܝܡܐ ܓܪܢܝܐ,"myz, syc",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kasaysayan sa digital,"bku, pam",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humaniti digital,"dtp, ms",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
дижитал гуманитарна ухаан,"bua, bxr",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mabuku a dijitali,"ngl, tog",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale humaniets,"pdc, pdt",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kev tshawb fawb txog tib neeg hauv ntiaj teb digital,"hmn, hnj",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tecnologias digitais humanas,"kmb, umb",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bukulu bwa digital,"myx, nyn",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ડીજિટલ માનવતા,"bhb, saz",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
डिजिटल मानविकी के बारे में बतावल गइल बा,"bh, bho",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
数码人文,"dng, yao",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
диджитал хумантистики,"mua, ude",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
sxʷqʷeləm tənəc,"hur, lil",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
numeričke humanitete,"cnr, crn",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale männekunst,"prg, wae",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijital kəlam,"dzg, kbl",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ডিজিটেল মানবিকী,"bpy, rkt",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
დიჯიტალური ხელოვნებათა მეცნიერება,"dar, tkr",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ubuntu bedijithali,"nd, xh",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitaa ŋunbaa,"ksb, ses",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitaalne humanitariin,"vep, vot",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
faafetai tahi digitiki,"niu, to",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
husika na diguwali,"ebu, luo",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dhārmiyā digital vidyā,"mtr, swv",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sayansi ya dijitali ya binadamu,"swb, wni",2,rtl,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
диджитал хауманитэйз,"byv, ttj",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
humanitias digitals,"kge, lwl",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknologi budaya,"kge, kvr",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ዲጂታል ሂዩማኒቲስ,"byn, ssy",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
ಡಿಜಿಟಲ್ ಹ್ಯುಮಾನಿಟೀಸ್,"bfq, kn",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dhijitari humane,"mxc, ndc",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⴷⵉⵊⵉⵟⴰⵍⵉⵜ,"tzm, zg",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
दिजिटल अध्ययनशास्त्र,"hi, ne",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True
dijital insaniyetler,"bgx, gag",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
डिजिटल मानवता,"hi, mr",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True
digitala humanistiko,"eo, io",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
tlapouhqui tlamachtilli huan tlamanitiliztli,"nch, nhw",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
אנתרופולוגיה דיגיטלית,"he, sam",2,rtl,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True
מדעי הרוח הדיגיטליים,"he, sam",2,rtl,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True
डिजिटल मानुसकी,"khn, kxp",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
د دیجیټل هنسیم,"haz, ps",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True
tlilli tlapalli tlamachiyotl,"nch, nhe",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanitini digitaali,"dje, dzg",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
رقمی انسانیت,"bft, chg",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True
humanités numérikes,"pcd, wa",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
sayansi za kidijitali za kibinadamu,"sw, swb",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital humaniti,"kri, vic",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
husika na umoja digitali,"dav, mas",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sayansi za kibinadamu za kidijitali,"wni, zdj",2,rtl,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitalni umjetnosti,"cnr, crn",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ဒစ်ဂျစ်တယ် လူ့ဘာသာရပ်,"kyu, mnw",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
dihital na humanidades,"fil, tl",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
limannite dijital,"mfe, rcf",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitia digitale,"mer, wls",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitale humanitääte,"als, gsw",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitali geischteswüsseschafte,"als, gsw",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitali humanitäte,"als, wae",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale geisteswissenschafte,"als, gmh",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
shkencat humane dixhitale,"als, sq",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
njerëzitë dixhitale,"aln, sq",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигитал хуманитис,"inh, xal",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umanismlu digital,"roa-rup, rup",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitetet digjitale,"aln, sq",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umanisticâ digitalâ,"roa-rup, rup",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
مرۆڤایەتی دیجیتاڵ,"lki, sdh",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True
digitaalnõ humanitaartiidüs,"fiu-vro, vro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umanitate digjitale,"roa-rup, rup",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaal humanitood,"fiu-vro, vro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umunthu wa digito,"ny, tog",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
stafræn mannfræði,"is, non",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitála humanitáradieđa,"se, smj",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
cyfrowe humanistyka,"sli, szl",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
diyital na humanidades,"fil, tl",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ડિજીટલ માનવતા,"gju, gu",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ዲጂታል ሰብአዊነት,"am, gez",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaal ìsànsà,"kao, mye",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
డిజిటల్ హ్యుమానిటీస్,"gon, te",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
humanitii digitaal,"ff, ffm",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ᐊᑑᕱᓕᐅᖅᑎᑦᓯᒪᔪᑦ,"ike, ikt",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanité numérique,"sg, wo",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
डिजिटल मानवी शास्त्र,"gom, kok",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitalno humaniàlo,"rmy, rom",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitalno manušipen,"rmy, rom",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaalinen humanismi,"fi, fit",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True
dána digiteacha,"mga, sga",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijitala humanita,"rmy, rom",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanidat digital,"an, pap",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ḍigitala xerd,"rmy, rom",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
umanità digitàle,"lij, pms",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
ᑎᒋᑕᓪ ᐊᔨᒧᐎᓐ,"crm, csw",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanidades dixitales,"an, mwl",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
umanità digitala,"lij, rgn",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
ଡିଜିଟାଲ୍ ମାନବିକତା,"or, srb",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ዲጂታል ሰብአዊ ሳይንስ,"am, ti",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitála humanisttalašvuohta,"se, smj",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
stafræn hugvísindi,"fo, is",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
sayansi za dijitali,"mgy, rwk",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ubumenyi bw'ikoranabuhanga,"rw, rwk",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitnal humanties,"cps, pam",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sayansi ya dijitali,"sbp, suk",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
fakamatala fakatekinolosi,"fud, wls",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
डिजितालि मानविकी,"jml, lif",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
сандық гуманитарлық ғылымдар,"cjs, kk",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
デジタルヒューマニティーズ,"ja, mai",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True
デジタル人文科学,"ja, ryu",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True
డిజిటల్ హ్యూమానిటీస్,"saz, te",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umanitats digitalas,"oc, pro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijital yumanitis,"jam, kri",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital yuumanitis,"jam, kri",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ᱰᱤᱡᱤᱴᱟᱞ ᱢᱟᱹᱱᱣᱟᱹ ᱥᱟᱬᱮᱥ,"sat, unr",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitats digitalas,"fur, rm",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mbumu ya digital,"lu, lua",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
цифровой гуманитарной наукат,"ckt, kpy",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
gikendaasowin mzinigewin,"oj, ojg",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitā humānitā,"fvr, rob",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ziibi-ininiikwe-gikinoamaagoziwin,"oj, ojw",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
መዝግ ሓላቢት,"ti, tig",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mmara digital,"ada, tw",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
数字人文學,"lzh, wuu",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
диджиталдик хуманитарлар,"kaa, tyv",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ციფრული ჰუმანიტარული მეცნიერებეფი,"lzz, xmf",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijitaal adesua,"ak, tw",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
デジタルヒューマニティズ,"ain, tdh",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифрова гуманитария,"mdf, tab",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tlahtolli digitāl,"maz, nhw",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
數碼人文學,"yue, zh-yue",2,ltr,Digital Humanities,"MEASUREMENT_ARTEFACT, PRODUCTIVE_DISAGREEMENT",True
ܕܝܓܝܛܠ ܐܢܫܝܘܬܐ,"aii, tru",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
ມະນຸດສາດດິຈິຕອນ,"lo, lwl",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitiz digitali,"agq, maf",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknolohiya ng panitikan at tula,"tl, tsg",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ციფრული ჰუმანიტარული მეცნიერებები,"ka, xmf",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umanitât digitâl,"frp, fur",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitè digitale,"frp, rcf",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ऑनलाइन मानवीयता,"mag, mtr",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaal minskwessens,"frr, stq",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaalihumanitaaria,"izh, vot",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
بومناسخه دیجیتالی,"lrc, luz",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True
umanidades digitales,"sc, sdc",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
საინფორმაციო ხელოვნება,"lzz, xmf",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijital insanlar,"tk, tr",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, STRUCTURAL_ABSENCE",True
limanite dizital,"crs, mfe",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
dijital insaniyet,"diq, lzz",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ufundi wa kidijitali na binadamu,"mgy, rof",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
رقمی علوم انسانی,"ota, uz_AF",2,rtl,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitaalhumanitaaria,"et, fiu-vro",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True
დიჯიტალური ხელოვნება,"av, ka",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
دیجیٹل انسانیتیز,"skr, ur",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True
ਡਿਜ਼ਿਟਲ ਹਿਊਮੈਨਿਟੀਜ਼,"lah, pa",2,rtl,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
dijital insanbilimleri,"ota, tr",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True
дигиталне хуманистичке науке,"sh, sr",2,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
zvidzidzo zvedigital,"kck, ndc",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijigitalne umetnosti,"sh, sr",2,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
tekwaro me dijita,"laj, lan",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
диджитал хумантизми,"tab, tkr",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
jan sona pi ilo,"tok, tokipona",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
рақамдин гуманитар илимар,"lez, tab",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ડિજિટલ માનવિકી,"gu, saz",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
nasin sona pi ilo nanpa,"tok, tokipona",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitální humanitní vědy,"cs, prg",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True
ડિજિટલ માનવશાસ્ત્ર,"gu, saz",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ડિજિટલ હ્યુમેનિટીઝ,"gu, kfr",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ডিজিটাল ম্যানস,"rjs, rkt",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ilmu humaniora digital,"min, nij",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dygitálne humanistyka,"csb, sli",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
teknolojik insanlar bilimleri,"cgg, lan",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
cyfrowa humanistyka,"csb, szl",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanitates digitales,"la, see",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, STRUCTURAL_ABSENCE",True
informatik nan litiatur,"crs, mfe",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitalno manušikano žanipe,"rmo, rmu",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ܝܘܠܦܢܐ ܕܐܢܫܘܬܐ ܕܝܓܝܛܠ,"arc, syc",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True
ᖃᕆᑕᐅᔭᒃᑯᑦ ᐃᓄᓕᕆᓂᕐᒧᑦ,"ike, iu",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True
digitale geesteswetenschoppen,"gos, nds-nl",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True
الانجاز الرقمي للعلوم الإنسانية,"apc, ary",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True
ܡܕܥܢܘܬܐ ܪ̈ܩܡܝܬܐ,"arc, syc",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True
digitalne humanistika,"rmo, rmu",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
