search_term,natural_language,counts,directionality,search_term_source,category,keep_term,directionality_conflict,ltr_languages,rtl_languages
ডিজিটাল মানবিকী,"bn, bpy",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
གྲངས་འཛིན་མི་ཆོས་རིག་པ།,"bo, dz",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
មនុស្សសាស្ត្រឌីជីថល,"km, kxm",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
ডিজিটাল মানবিক বিদ্যা,"bpy, syl",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaalhumanitaaria,"et, vro",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True,False,,
數位人文学,"hak, zh-min-nan",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дигитальные гуманитарные науки,"kk, sah",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифрлық гуманитарлық ғылымдар,"kk, otk",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ಡಿಜಿಟಲ್ ಮಾನವಶಾಸ್ತ್ರ,"kn, tcy",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
sayansi ya kidijitali,"ksb, pko",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
دیجیټل هنرمندانه,"bgn, luz",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
diyital na humanidades,"fil, tl",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
elimu ya kidijitali ya ubinadamu,"bez, jmc",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
ডিজিটাল মানবিকতা,"rhg, rkt",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,True,rkt,rhg
ingoma ya dizidi,"bem, ny",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ডিজিটাল মানুষের বিদ্যা,"rhg, syl",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,True,syl,rhg
санлы гуманитар илимлер,"kum, nog",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
العلوم الرقمية الإنسانية,"bej, fia",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanitățile digitale,"roa-rup, rup",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
цыфравыя гуманітарныя навукі,"be, be-x-old",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дзэйтэрыйн гуманістыка,"be, be-x-old",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифрӧвӧй гуманитарнӧй наукаяс,"kv, udm",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
umanitati digitale,"roa-rup, rup",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
лічбавыя гуманітарныя навукі,"be, be-x-old",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
daonnachtaí digiteacha,"ga, mga",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
دیجیتال انسانیات,"gbz, xmn",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,True,xmn,gbz
數碼人文,"gan, zh-yue",2,ltr,Digital Humanities,"MEASUREMENT_ARTEFACT, TRANSMOGRIFICATION",True,False,,
digitalno manušikano,"rmy, rom",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
ڊجيٽل هيومينيٽيز,"kvx, sd",2,rtl,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
ડિજિટલ માનવતા,"gjk, gu",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,True,gu,gjk
ஜிடிடல் மனவர்கள்,"gjk, noe",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,True,noe,gjk
цифрові гуманітарні науки,"rue, uk",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True,False,,
डिजिटल मानवी शास्त्र,"gom, kok",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
digitale menschologiese,"gos, zea",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ဒီဂျစ်တယ် လူမှုရေးသိပ္ပံ,"eky, kht",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
stafræn hugvísindi,"fo, is",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
humana digitale,"uli, yap",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
డిజిటల్ మానవీయ శాస్త్రం,"gon, lmn",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
дигитални хуманистика,"bg, otk",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ডিজিটাল হিউম্যানিটিস,"mro, rhg",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,True,mro,rhg
humanitez digitales,"frm, fro",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
زانستە دیجیتاڵییەکانی مرۆڤایەتی,"ku, sdh",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,True,ku,sdh
artes digitales,"frm, fro",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
دیجیتال شماستان,"glk, prd",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale jantienkunde,"frr, frs",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale geisteswetenschappen,"frs, nds",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
raqamli gumanitar fanlar,"uz, uz_AF",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,True,uz,uz_AF
elektron tarixiyotlik,"uz, uz_AF",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,True,uz,uz_AF
دیجیتال انسانی علوم,"glk, haz",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ψηφιακές ανθρωπιστικές επιστήμες,"el, pnt",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True,False,,
muthamaki wa digital,"ebu, ki",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
د دیجیټل هنسیم,"haz, ps",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
rêjeyên dijîtal û adab,"ckb, sdh",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ଡିଜିଟାଲ୍ ହ୍ୟୁମାନିଟିଜ୍,"or, sat",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
дигитална хуманистика,"sr, srb",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, STRUCTURAL_ABSENCE",True,False,,
ศาสตร์วิทยุดิจิทัล,"sou, tts",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ดิจิทัลฮูมันนิสต์,"sou, tts",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
pengajian digital,"iba, zmi",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ادبیات دیجیتال,"jpr, uz_AF",2,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
цифровой гуманитарный науки,"ckt, tkr",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
مرۆڤایەتیی دیجیتاڵی,"ckb, sdh",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ubumuntu bwa dijitali,"nym, rw",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
زانستە مرۆییە دیجیتاڵییەکان,"ckb, ku",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,True,ku,ckb
kamanungsan digital,"jv, map-bms",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ციფრული ჰუმანიტარული მეცნიერებები,"ka, xmf",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanistikê dijital,"diq, zza",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
thuto ya botho ya dijithale,"nso, st",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dijitali hadamadenya,"kao, mwk",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
dijital adabiyot,"chg, ug",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,True,chg,ug
uhumani wa dijitali,"nym, suk",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
dijital yumanitis,"jam, kri",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanité numérique,"sg, wo",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
tlhokomelo ya digital,"st, tn",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digital a humanidades,"ilo, pag",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mazina'iganing gikendaasowin,"ojb, ojw",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
limannite dijital,"crs, mfe",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
iminite digital,"crs, mfe",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
limanite dizital,"crs, mfe",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ᑲᑎᒪᐠ ᐊᓂᔑᓈᐯᒧᐎᓐ,"ojb, ojs",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дигитал хуманитарии,"inh, mn",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
bimaadiziwin gikinoo'amaagook,"oj, ojw",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaalihumanitaaria,"izh, vot",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
mazina'iganing gikino'amaadiwin,"oj, ojc",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
umanitats digitalas,"oc, pro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ଡିଜିଟାଲ୍ ମାନବିକତା,"or, srb",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
uhandisi wa kielektroniki,"sw, wni",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,True,sw,wni
digital humanitates,"ie, nov",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitaalizet humanitaarizet,"izh, vot",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ᑎᒋᑕᓪ ᐊᔨᒧᐎᓐ,"crj, crm",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
डिजिटल ह्युमनिटिज,"diq, lep",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
obuhangwa bwa dijito,"cgg, nyn",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
дигитал гуманитарш,"ce, inh",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дижитал гуманитарна ухаан,"bua, bxr",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
kabudayaan digital,"bug, sas",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tlatequitl tlahtolli,"nch, nhw",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
cov neeg siv lus fua ntawm kev sau huv,"hmn, mww",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale humaniti,"dz, tsj",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
nasin sona pi ilo nanpa,"tok, tokipona",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
numizmatika digitalna,"sh, sr",2,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
pana seme,"tok, tokipona",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
тоон хүмүүнлиг ухаанууд,"bua, bxr",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифрови гуманитарни ӏилманаш,"ce, inh",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tēchiyōtl tlāltikpak,"nch, nhe",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
дигиталне хуманистичке науке,"sh, sr",2,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
teknologi manusia digital,"naq, sei",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kev kawm txog tib neeg hauv tshuab,"hmn, hnj",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ᑎᔨᑕᓪ ᐃᓄᐃᑦ ᐃᓕᖅᑯᓯᖏᑦ,"ike, iu",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
डिजिटल मानवता,"hi, mr",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True,False,,
umanistiche digitêl,"egl, rgn",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ubuciko bedijithali,"nd, zu",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, STRUCTURAL_ABSENCE",True,False,,
ubuntu bedijithali,"nd, xh",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
imihlabathi yedigithali,"nd, nr",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kev tshawb fawb txog tib neeg hauv ntiaj teb digital,"hnj, mww",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
رقمی علوم انسانی,"ota, uz_AF",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,True,ota,uz_AF
dijital beşeri bilimler,"otk, tr",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True,False,,
digitaalmáhkkár,"smn, sms",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitalne humanitne wědy,"dsb, hsb",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitalne humanistiske wědy,"dsb, hsb",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitalno humaniàlo,"rmy, rom",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
humanismu digital,"kea, kmb",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanitats digil,"dty, knf",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
bantu ya mayele ya dijitali,"kg, lua",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
cyfrowe humanistyka,"sli, szl",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaal humaniora,"hoj, snf",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
digitale mensenwetenschappen,"nds-nl, nl",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True,False,,
dijitali hadamaya,"dyu, man",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ዲጂታል ሰብኣዊ ሳይንስ,"byn, ti",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
дижитал хүмүүнлэг,"bxr, mn",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
fakaaue digitale,"tkl, tvl",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitalno manušikane đanipena,"rmy, rom",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
humanidat digital,"an, pap",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
limanité nimérik,"lou, rcf",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanitats digilisi,"bas, kao",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
డిజిటల్ మానవశాస్త్రం,"lmn, te",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
دیجیټل هنسینم,"bal, prd",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дигитални гуманитарии,"mk, rom",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
mukhulupi digitali,"mgh, ny",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale humanitäre,"als, gsw",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
umanistică digitală,"mo, ro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ܝܘܠܦܢܐ ܕܐܢܫܘܬܐ ܕܝܓܝܛܠ,"arc, syc",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,True,syc,arc
skaitmeninės humanitarinės muokslā,"bat-smg, sgs",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
دیجیٹل ھیومینٹیز,"bal, bgn",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
științe umaniste digitale,"mo, ro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
المنظور الرقمي للإنسانيات,"aeb, ars",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ডিজিটাল মানব সাহিত্য,"as, rjs",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ციფრული ჰუმანიტარული მეცნიერებეფი,"lzz, xmf",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ܐܢܬܪܣܘܦܝܐ ܕܝܓܝܛܠܝܐ,"arc, syr",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanidades dixitales,"an, mwl",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
digitaal humanistika,"avk, fiu-vro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
إنسانيات رقمية,"ar, rmt",2,rtl,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, STRUCTURAL_ABSENCE",True,False,,
ܝܘܠܦܢܐ ܕܐܢܫܘܬܐ ܕܝܓܝܛܠܝܐ,"aii, syr",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,True,aii,syr
digitaal menswetenskap,"xcr, xld",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,True,xcr,xld
sayansi ya dijitali ya binadamu,"wni, zdj",2,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ዲጂታል ሂውማኒቲስ,"am, byn",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
uhimya wa nsuku wa nsuku,"mgh, vmw",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
shkencat humane digjitale,"aln, sq",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
njerëzitë dixhitale,"aln, sq",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
skaitmenėnė humanitarika,"bat-smg, sgs",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanitetet digjitale,"aln, sq",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
цифралыг гуманитарлық,"alt, tyv",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
digital nnipa ho adesua,"ak, fat",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
shkencat humane dixhitale,"als, sq",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",True,False,,
rəqəmsal humanitar elmlər,"az, tly",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",True,False,,
zistwar digital,"mfe, rcf",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
skaitmeninė humanitaristika,"bat-smg, lt",2,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
kastom bilong kompjuta,"mgo, rug",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ディジタル・ヒューマニテイズ,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tlhingan hol viqelnis,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digital humanitá,pap,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
rechad el kirel a tekoi er a kompyuter,pau,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kleluldiil a beluu er a beluol,pau,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tlahtoliztli tlachiapantli yohuatzintli,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umènes numérikes,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
bilang ng nguiang digital,pau,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
talai siapnet,pau,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanités numérikes,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
numérique humannités,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dijita'la huma'niti,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
agtuat a digital,pam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
xopoyóch telpochcalli ñudzínauh,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanidatnan digital,pap,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
идэкстэрмуморти,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dagiti digital na kultura,pag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
цифронь гуманитарият,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
aramat digital nga pangantusta,pag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kagamitan sa kultura digital,pag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
𐭣𐭩𐭢𐭫𐭩𐭠𐭭 𐭧𐭥𐭬𐭠𐭭𐭩𐭪,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
hunar ī dēnīg,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
گیتیک ماردُم-پَروَری,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dīgītāl ērānšahr dāniš,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
цифрань гуманитарнай наукат,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
teknoloji ya bensi,mde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanitāhīg ānāmag,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dēn-gēh rēz-wēh,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
دانش‌شناسی دیجیتال,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
داستان دیگیتال و ادب,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mvulunyambo yake digitale,mde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mabɛ́nɔ̀ kɛ́lɛ́mɛ́,mde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digital a kaalaman,pam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitál a kapamanungán,pam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tlahtolli yolotlikuicatl,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale gelehrsamkeit,pdc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
salamatan digital,pam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitral humanidad,pam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
neh jiyaj,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tekarihwá:ken ne ionkwa'nikonhrakén:ton,moh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaali geesteswisseschafte,pdc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
𐤃𐤉𐤂𐤀𐤋 𐤇𐤌𐤍𐤉𐤌𐤉𐤌,phn,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
دیجیتال گویندگانی از معرفت,peo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
fravarane vidēvadāta-zīrānām zarathuštrianam yazamaide,peo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale geeschdewisseschafde,pfl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitali geisteswisseschafte,pfl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
