language_code,term_source,ollama_translated_term,language_name,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_extracted_dictionaries,ollama_translation,coding_dh_date
mh,Digital Cultural Heritage,Koloi Aolega Tekano,Marshallese,"{'translated_term': 'Koloi Aolega Tekano', 
 'translation_rationale': 'In Marshallese, ""koloi"" means digital or electronic, ""aolega"" refers to heritage or legacy, and ""tekano"" signifies culture. This translation aims to convey the concept of preserving and representing cultural knowledge in a digital format.',
 'alternative_terms': ['Koloi Aolega Tekano Jiji', 'Tekano Koloi Aolega'] 
}",llama3.2,2025-05-15T20:02:29.273296Z,1019751750.0,27352792.0,122.0,82430750.0,101.0,909130833.0,stop,[],,2025-05-31 21:15:56
mg,Digital Cultural Heritage,,Malagasy,"{'translated_term': 'Heritajina Sinarika amin'ny Tanteraka', 
 'translation_rationale': 
  'I have modified ""Lova ara-kolontsaina nomerika"" to better capture the concept of Digital Cultural Heritage. I replaced ""LOVA"" with ""HERITAJINA"", which is more closely related to the Malagasy word for ""heritage"". I added the prefix ""Sinarika"", meaning ""digital"" or ""modern"", to distinguish it from traditional cultural heritage. The suffix ""-amin'ny Tanteraka"" means ""of the people"" or ""belonging to the community"", emphasizing the importance of digital cultural heritage being a collective resource.',
 'alternative_translation': 
  'Heritajina Sinarika,
  Heritajina kolontsaina modirina,
  Araky amin'ny Tanteraka (these alternatives aim to convey the idea of digital cultural heritage as a modern or digital expression of traditional cultural heritage, and as something that belongs to the community.)'}",llama3.2,2025-02-27T22:23:40.988666Z,2151515417.0,27651750.0,157.0,96000000.0,219.0,2025000000.0,stop,[],,2025-05-31 21:15:56
lv,Digital Cultural Heritage,Digitalā kultūras mantojums,Latvian,"{'translated_term': 'Digitalā kultūras mantojums', 'translation_rational': 'The term ""Digitalā kultūras mantojums"" is a direct translation of the English phrase, conveying the idea of cultural heritage being preserved and represented in digital form. The use of the definite article ""ā"" before ""kultūras mantojums"" emphasizes that it refers to a specific concept, which is unique to digital contexts.'}

Alternative suggestions: 

- 'Dzīvības kultūras mantojumi' (This translation uses the word ""dzīvība"", meaning ""life"" or ""culture"", to emphasize the living aspect of cultural heritage in digital form.)
- 'Digitālie kultūras piemiņas' (This translation uses the word ""pieniņa"", meaning ""remains"" or ""inheritance"", to convey the idea that digital cultural heritage is a preserved part of our shared cultural legacy.)",llama3.2,2025-05-15T20:02:10.367345Z,1975396459.0,36969250.0,122.0,21336666.0,207.0,1916037709.0,stop,"[{'translated_term': 'Digitalā kultūras mantojums', 'translation_rational': 'The term ""Digitalā kultūras mantojums"" is a direct translation of the English phrase, conveying the idea of cultural heritage being preserved and represented in digital form. The use of the definite article ""ā"" before ""kultūras mantojums"" emphasizes that it refers to a specific concept, which is unique to digital contexts.'}]",Digitalā kultūras mantojums,2025-05-31 21:15:56
lu,Digital Cultural Heritage,Makanda ya Kudigitali,Luba-Katanga,"{'translated_term': 'Makanda ya Kudigitali', 'translation_rationale': 'The term ""Digital Cultural Heritage"" is composed of two main concepts: ""digital"" and ""cultural heritage"". In Luba-Katanga, the word for ""digital"" is ""kodisi"", which refers to something that is related to technology or digital information. The word for ""heritage"" is ""makanda"", which means ""what has been passed down"" or "" inheritance"". Combining these two words, we get ""Makanda ya Kudigitali"", which roughly translates to ""Digital Inheritance"" or ""The Digital Legacy of Our Ancestors"".', 'alternative_translations': ['Makanda ya Teknolojia', 'Kodisi ya Makanda']}

Note: The ISO code for Luba-Katanga is lu, but it's worth mentioning that the language is not widely spoken and may have variations depending on the region or community. This translation is an attempt to provide a reasonable interpretation of the term ""Digital Cultural Heritage"" into Luba-Katanga.",llama3.2,2025-05-15T20:02:04.802062Z,2253624292.0,31746000.0,126.0,84980959.0,225.0,2135370375.0,stop,"[{'translated_term': 'Makanda ya Kudigitali', 'translation_rationale': 'The term ""Digital Cultural Heritage"" is composed of two main concepts: ""digital"" and ""cultural heritage"". In Luba-Katanga, the word for ""digital"" is ""kodisi"", which refers to something that is related to technology or digital information. The word for ""heritage"" is ""makanda"", which means ""what has been passed down"" or "" inheritance"". Combining these two words, we get ""Makanda ya Kudigitali"", which roughly translates to ""Digital Inheritance"" or ""The Digital Legacy of Our Ancestors"".', 'alternative_translations': ['Makanda ya Teknolojia', 'Kodisi ya Makanda']}]",Makanda ya Kudigitali,2025-05-31 21:15:56
jv,Digital Cultural Heritage,"Warisan Budaya Digital 2.0, Warisan Budaya Kesenian Digital",Javanese,"{'translated_term': 'Warisan Budaya Digital 2.0, Warisan Budaya Kesenian Digital', 'translation_rationale': 'In Javanese, ""warisan"" (heritage) is used to describe cultural assets. Adding ""budaya digital"" (digital culture) directly translates the concept of ""Digital Cultural Heritage"". However, a more nuanced approach could be using ""Warisan Budaya Kesenian Digital"" (Digital Arts Heritage), as it specifically emphasizes the artistic aspect, which is often integral to the concept of digital cultural heritage.'}",llama3.2,2025-02-27T22:19:35.307575Z,1023668750.0,28527500.0,152.0,22000000.0,116.0,971000000.0,stop,"[{'translated_term': 'Warisan Budaya Digital 2.0, Warisan Budaya Kesenian Digital', 'translation_rationale': 'In Javanese, ""warisan"" (heritage) is used to describe cultural assets. Adding ""budaya digital"" (digital culture) directly translates the concept of ""Digital Cultural Heritage"". However, a more nuanced approach could be using ""Warisan Budaya Kesenian Digital"" (Digital Arts Heritage), as it specifically emphasizes the artistic aspect, which is often integral to the concept of digital cultural heritage.'}]","Warisan Budaya Digital 2.0, Warisan Budaya Kesenian Digital",2025-05-31 21:15:56
kg,Digital Cultural Heritage,Mbilí Mbingu ya Kudigitali,Kongo,"{'translated_term': 'Mbilí Mbingu ya Kudigitali', 'translation_rationale': 'Digital Cultural Heritage can be translated to Kongo as Mbilí Mbingu ya Kudigitali, which combines the words ""mbili"" (culture) and ""mingu"" (digital). The term ""kodigitali"" is derived from the word ""digital"", adapted to fit the Kongo language. This translation captures the essence of Digital Cultural Heritage, emphasizing its connection to traditional culture and modern technology.', 'alternative_translations': ['Mbilí Mbingu ya Teknolojia', 'Mbilí Mbingu ya Sima', 'Nkimi ya Kudigitali']}",llama3.2,2025-05-15T20:01:29.294291Z,1602112000.0,31199792.0,120.0,153120542.0,147.0,1417028250.0,stop,"[{'translated_term': 'Mbilí Mbingu ya Kudigitali', 'translation_rationale': 'Digital Cultural Heritage can be translated to Kongo as Mbilí Mbingu ya Kudigitali, which combines the words ""mbili"" (culture) and ""mingu"" (digital). The term ""kodigitali"" is derived from the word ""digital"", adapted to fit the Kongo language. This translation captures the essence of Digital Cultural Heritage, emphasizing its connection to traditional culture and modern technology.', 'alternative_translations': ['Mbilí Mbingu ya Teknolojia', 'Mbilí Mbingu ya Sima', 'Nkimi ya Kudigitali']}]",Mbilí Mbingu ya Kudigitali,2025-05-31 21:15:56
ki,Digital Cultural Heritage,Tafiti za Maadili ya Kimataifa ya Kibayolojia,"Kikuyu, Gikuyu","{'translated_term': 'Tafiti za Maadili ya Kimataifa ya Kibayolojia', 'translation_rationale': 'Tafiti ni kipengele cha kina cha tamaa na matukio, maelezo, na maudhui yaliyokusanywa kutoka kwa nyenzo zinazofuata (jambo la kibayolojia), ambalo linajumuisha taarifa za kihistoria ya kitamaduni. Kwa hiyo, ni lazima tuangazie kama Tafiti za Maadili ya Kimataifa ya Kibayolojia.', 'alternative_translations': ['Tafiti za Maadili', 'Mada wa Kitamaduni', 'Tafiti za Kiadili na Kikabla']}

Note: In Kikuyu language, the prefix ""Ta-"" (which is a patronymic prefix) implies ownership or belonging. Therefore, I used it to indicate that the term refers to digital cultural heritage in general. 

Also note that the word ""kibayolojia"" is not a direct translation of ""digital"". In Kikuyu, I used ""kabla"" (which means ""beyond"" or ""in addition"") to convey the idea of something that exists beyond physical boundaries or limitations.

The alternative translations are based on my interpretation of the concept, and may vary depending on the context in which the term is being used.",llama3.2,2025-02-27T22:21:29.98429Z,3052208250.0,27981375.0,130.0,26000000.0,311.0,2996000000.0,stop,"[{'translated_term': 'Tafiti za Maadili ya Kimataifa ya Kibayolojia', 'translation_rationale': 'Tafiti ni kipengele cha kina cha tamaa na matukio, maelezo, na maudhui yaliyokusanywa kutoka kwa nyenzo zinazofuata (jambo la kibayolojia), ambalo linajumuisha taarifa za kihistoria ya kitamaduni. Kwa hiyo, ni lazima tuangazie kama Tafiti za Maadili ya Kimataifa ya Kibayolojia.', 'alternative_translations': ['Tafiti za Maadili', 'Mada wa Kitamaduni', 'Tafiti za Kiadili na Kikabla']}]",Tafiti za Maadili ya Kimataifa ya Kibayolojia,2025-05-31 21:15:56
kj,Digital Cultural Heritage,Ovundjala ya Vuvu,"Kwanyama, Kuanyama","{'translated_term': 'Ovundjala ya Vuvu', 'translation_rationale': 'In Kwanyama, ""Ovundjala"" means digital or online, and ""Vuvu"" translates to heritage or legacy. This combination captures the essence of Digital Cultural Heritage in a way that is meaningful to the Kwanyama language and culture.'}

Note: The ISO code kj is for Kuanyama, which might not be as widely spoken as Kwanyama (also known as Kwanyama or Khau). I used both to make it more inclusive.",llama3.2,2025-02-27T22:22:36.397772Z,1032478250.0,29405250.0,130.0,21000000.0,119.0,979000000.0,stop,"[{'translated_term': 'Ovundjala ya Vuvu', 'translation_rationale': 'In Kwanyama, ""Ovundjala"" means digital or online, and ""Vuvu"" translates to heritage or legacy. This combination captures the essence of Digital Cultural Heritage in a way that is meaningful to the Kwanyama language and culture.'}]",Ovundjala ya Vuvu,2025-05-31 21:15:56
kk,Digital Cultural Heritage,Тарихтык мәнagetініс (Tarixtyk mänagetīnis),Kazakh,"{'translated_term': 'Тарихтык мәнagetініс (Tarixtyk mänagetīnis)', 
'translation_rationale': 'In Kazakh, ""Тарихтык"" (tarixtyk) means ""historic"" or ""ancient"", and ""мәнagetініс"" (mänagetīnis) refers to the concept of managing or preserving something. This translation captures the essence of Digital Cultural Heritage as a field that deals with the preservation, management, and promotion of cultural heritage in a digital context.', 
'alternative_term': 'Манашы мәнagetініс (Manashi mänagetīnis)', 
'alternative_rationale': 'This alternative translation uses the Kazakh word ""манашы"" (manashi), which refers to culture or civilization, and ""мәнagetініс"" (mänagetīnis) remains the same. This option emphasizes the cultural aspect of Digital Cultural Heritage more explicitly.'}",llama3.2,2025-05-15T20:01:01.971396Z,1985499167.0,37206375.0,120.0,17226583.0,216.0,1930511625.0,stop,[],,2025-05-31 21:15:56
kn,Digital Cultural Heritage,,Kannada,"`{'translated_term': '\u092f\u094d\u092a\u0932 \u0907\u0932\u094b\u0950\u0944\u094d', 'translation_rationale': 'The term &quot;ಡಿಜಿಟಲ್ ಸಾಂಸ್ಕೃತಿಕ ಪರಂಪರೆ&quot; is a direct translation of the English term, but I have modified it to make it more Kannada-friendly. The word &quot;\u092f\u094d\u092a\u0932&quot; means &quot;cultural heritage&quot;, and &quot;\u0907\u0932\u094b\u0950\u0944\u094d&quot; means &quot;digital&quot;. A more idiomatic Kannada translation would be &quot;ಸಂಘಟಿತ ಕಲೆಗಳು ಮತ್ತು ವಾಣಿಜ್ಯದ ಪರಂಪರೆಗಳು&quot; or &quot;ಸಂಸ್ಕೃತಿಯ ಭಾಗಗಳು&quot;, but these phrases are more poetic and don\'t convey the full meaning of digital cultural heritage. To accurately convey this term in Kannada, we can use a combination of words like &quot;\u092f\u094d\u092a\u0932 ಭಂಡಾರವು&quot;, which means &quot;the repository of culture&quot;, and &quot;\u0907\u0932\u094b\u0950\u0944\u094d \ಮಲ&quot;, which means &quot;digitized&quot;. Therefore, the most suitable Kannada translation for digital cultural heritage would be &quot;\u092f\u094d\u092a\u0932 ಭಂಡಾರವು \ಮಲ&quot;.",llama3.2,2025-02-27T22:19:49.522737Z,5746611042.0,30037792.0,190.0,136000000.0,466.0,5578000000.0,stop,[],,2025-05-31 21:15:56
ko,Digital Cultural Heritage,ㅡㄶㅣㄫ をㄵㅍ ㅌㅪ,Korean,"{'translated_term': '\u3161\u3136\u3163\u312b \u3092\u3135\u314d \u314c\u316a', 
'translation_rationale': 'The term \u3161\u3136\u3163\u312b \u3092\u3135\u314d \u314c\u316a is a direct translation of the English phrase ""Digital Cultural Heritage"". However, I have modified it to make it more native-sounding in Korean. The word \u3161\u3136\u3163\u312b (dugi) means ""culture"" or ""heritage"", and \u3092\u3135\u314d \u314c\u316a (gudae) is a compound of \u3092 (ga), meaning ""to save"" or ""to preserve"", and \u314c\u316a (mu), which can be interpreted as ""digital"" or ""information"". The resulting term, \u3161\u3136\u3163\u312b \u3092\u3135\u314d \u314c\u316a, conveys a sense of digital preservation and conservation of cultural heritage. Alternative terms may include \u3130\u3137\u314b\u3131 \u3092\u3135\u314d \u314c\u316a (deulgigeol gudeung), which uses the term ""digital"" explicitly, or \u3163\u312f \u314e\u313f \u3134\u314d \u314c\u316a (\u3151\u3148 \u3087\u314b\u3131), which incorporates a more abstract concept of ""cultural asset"".', 
'alternatives': ['\u3130\u3137\u314b\u3131 \u3092\u3135\u314d \u314c\u316a (deulgigeol gudeung)', '\u3151\u3148 \u3087\u314b\u3131 (mujeong gudeung)', '\u3163\u312f \u314e\u313f \u3134\u314d \u314c\u316a (\u3151\u3148 \u3087\u314b\u3131)']}",llama3.2,2025-02-27T22:22:22.590668Z,5204348333.0,30970250.0,148.0,17000000.0,479.0,5154000000.0,stop,[],,2025-05-31 21:15:56
