n_variants_present,n_agree,agreement_rate,best_candidate,variant_translations,above_threshold,term_source,language_code,language_name,language_family,service,is_baseline
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tpi,Tok Pisin,Creole / Mixed,Lingvanex,True
5,2,0.4,Dijital Humanitis,"{'minimal': 'Save long Nupela Save', 'comparative': 'Olget Grisim Bilong Kompiuta', 'expert_persona': 'Dijital Humanitis', 'contextual': 'Digital Humanities', 'native_rationale': 'Dijital Humanitis'}",False,Digital Humanities,tpi,Tok Pisin,Creole / Mixed,OpenAI,False
5,2,0.4,Dijital Humanitis,"{'minimal': 'Wok bilong Komputa long Buk na Pasin bilong Man', 'comparative': 'Dijital Humanitis', 'expert_persona': 'Dijital Humanitis', 'contextual': 'Wok Long Save Bilong Yusim Kompyuta', 'native_rationale': 'Digitel Humanitis'}",False,Digital Humanities,tpi,Tok Pisin,Creole / Mixed,Claude,False
5,3,0.6,Sains Bilong Manmeri Wantaim Kompiuta,"{'minimal': 'Sains Olgeta Bilong Kompiuta na Histori Bilong Manmeri', 'comparative': 'Sains Bilong Manmeri Wantaim Kompiuta', 'expert_persona': 'Sains Bilong Manmeri Wantaim Kompiuta', 'contextual': 'Sains Bilong Manmeri Wantaim Kompiuta', 'native_rationale': 'Sains Bilong Manmeri Wantaim Teknoloji Dijitol'}",False,Digital Humanities,tpi,Tok Pisin,Creole / Mixed,Gemini,False
1,1,1.0,Dijital Humanitis,{'comparative': 'Dijital Humanitis'},True,Digital Humanities,tpi,Tok Pisin,Creole / Mixed,First Ollama,False
5,1,0.2,Buk bilong Intanet Humani,"{'minimal': 'Buk bilong Intanet Humani', 'comparative': 'Dijital Humanitis', 'expert_persona': 'Buk bilong Digital', 'contextual': 'Kain Bilong Digital', 'native_rationale': 'Huminaitis bilong Internet'}",False,Digital Humanities,tpi,Tok Pisin,Creole / Mixed,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tokipona,tokipona,Constructed,Wikipedia,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tokipona,tokipona,Constructed,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tokipona,tokipona,Constructed,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tokipona,tokipona,Constructed,Lingvanex,True
5,1,0.2,tomo pi jan poki,"{'minimal': 'tomo pi jan poki', 'comparative': 'pilin pona pi ilo', 'expert_persona': 'jan pi sona sitelen', 'contextual': 'len lawa pi ilo', 'native_rationale': 'sona olin'}",False,Digital Humanities,tokipona,tokipona,Constructed,OpenAI,False
5,1,0.2,sona pi ilo nanpa,"{'minimal': 'sona pi ilo nanpa', 'comparative': 'ilo sona pi jan mute', 'expert_persona': 'nasin sona pi ilo nanpa en sitelen', 'contextual': 'nasin sona ilo nanpa pi jan en sitelen', 'native_rationale': 'sona ilo pi lipu nanpa'}",False,Digital Humanities,tokipona,tokipona,Constructed,Claude,False
5,1,0.2,ijo sona li kama jo e ilo,"{'minimal': 'ijo sona li kama jo e ilo', 'comparative': 'ilo sona pi jan', 'expert_persona': 'jan sona pi wawa ante', 'contextual': 'ijo sona pi ilo nanpa en jan', 'native_rationale': 'ijo sona pi jan'}",False,Digital Humanities,tokipona,tokipona,Constructed,Gemini,False
1,1,1.0,Silisili Sina,{'comparative': 'Silisili Sina'},True,Digital Humanities,tokipona,tokipona,Constructed,First Ollama,False
5,1,0.2,Sina nanpa ni,"{'minimal': 'Sina nanpa ni', 'comparative': 'Silisili Sina', 'expert_persona': 'Teni Kama Mili', 'contextual': 'Tanomali Kesi', 'native_rationale': 'sunu li moku ni'}",False,Digital Humanities,tokipona,tokipona,Constructed,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tlh,Klingon,Constructed,Wikipedia,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tlh,Klingon,Constructed,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tlh,Klingon,Constructed,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tlh,Klingon,Constructed,Lingvanex,True
4,1,0.25,potlh QeHghach,"{'minimal': 'potlh QeHghach', 'comparative': 'potlhmajDIghoq', 'expert_persona': 'ghun mIrmey yab', 'contextual': ""yanDIghpu' mIw""}",False,Digital Humanities,tlh,Klingon,Constructed,OpenAI,False
5,1,0.2,De' QaQ Sov,"{'minimal': ""De' QaQ Sov"", 'comparative': ""De'wI' nugh"", 'expert_persona': ""De' Humanmey"", 'contextual': ""De' nugh QeD"", 'native_rationale': ""mI' Humanitas""}",False,Digital Humanities,tlh,Klingon,Constructed,Claude,False
5,1,0.2,ghom'a' Qan law' Hoch Qan,"{'minimal': ""ghom'a' Qan law' Hoch Qan"", 'comparative': ""De'wI' tlhIngan Hol"", 'expert_persona': ""tlhIngan Hol QIjmeH 'ej QIjmeH yIqaw"", 'contextual': ""tlhIngan Hol Qan chu'wI' tIq"", 'native_rationale': ""ghojmoHwI' tlhIngan Hol""}",False,Digital Humanities,tlh,Klingon,Constructed,Gemini,False
1,1,1.0,DajatlhIngan Hol,{'comparative': 'DajatlhIngan Hol'},True,Digital Humanities,tlh,Klingon,Constructed,First Ollama,False
4,1,0.25,qongwIj DaH,"{'minimal': 'qongwIj DaH', 'comparative': 'DajatlhIngan Hol', 'expert_persona': 'qongwIj DaHwIj', 'contextual': 'jIQongwIj DaHghaj'}",False,Digital Humanities,tlh,Klingon,Constructed,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tet,Tetum,Austronesian,Wikipedia,True
5,5,1.0,Umanidade Dijitál,"{'minimal': 'Umanidade Dijitál', 'comparative': 'Umanidade Dijitál', 'expert_persona': 'Umanidade Dijitál', 'contextual': 'Umanidade Dijitál', 'native_rationale': 'Umanidade Dijitál'}",True,Digital Humanities,tet,Tetum,Austronesian,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tet,Tetum,Austronesian,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,tet,Tetum,Austronesian,Lingvanex,True
5,3,0.6,Humanidades Digital,"{'minimal': 'Humanidades Digital', 'comparative': 'Umanidade Digital', 'expert_persona': 'Humanidades Digital', 'contextual': 'Humanidades Dijitál', 'native_rationale': 'Humanidades Digital'}",False,Digital Humanities,tet,Tetum,Austronesian,OpenAI,False
5,2,0.4,Umanidade Dijitál,"{'minimal': 'Umanidade Dijitál', 'comparative': 'Umanidade Dijitál', 'expert_persona': 'Humanidades Dijitál', 'contextual': 'Umánidadis Dijitál', 'native_rationale': 'Humanidades Dijitál'}",False,Digital Humanities,tet,Tetum,Austronesian,Claude,False
5,5,1.0,Umanidade Dijitál,"{'minimal': 'Umanidade Dijitál', 'comparative': 'Umanidade Dijitál', 'expert_persona': 'Umanidade Dijitál', 'contextual': 'Umanidade Dijitál', 'native_rationale': 'Umanidade Dijitál'}",True,Digital Humanities,tet,Tetum,Austronesian,Gemini,False
1,1,1.0,Umanidade Digitál,{'comparative': 'Umanidade Digitál'},True,Digital Humanities,tet,Tetum,Austronesian,First Ollama,False
4,1,0.25,Omaun ba iha Internet,"{'minimal': 'Omaun ba iha Internet', 'comparative': 'Umanidade Digitál', 'expert_persona': 'Humanitás Liurán liu husi internet', 'contextual': 'Humanidades Digitais'}",False,Digital Humanities,tet,Tetum,Austronesian,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,sco,Scots,Germanic,Wikipedia,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,sco,Scots,Germanic,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,sco,Scots,Germanic,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,sco,Scots,Germanic,Lingvanex,True
4,2,0.5,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digtal Humanities', 'expert_persona': 'Dichtal Makarfuirdom', 'contextual': 'Digital Humanities'}",False,Digital Humanities,sco,Scots,Germanic,OpenAI,False
5,3,0.6,Deegital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Deegital Humanities', 'contextual': 'Deegital Humanities', 'native_rationale': 'Deegital Humanities'}",False,Digital Humanities,sco,Scots,Germanic,Claude,False
5,2,0.4,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digitaal Humaniora', 'contextual': 'Deegital Humanities', 'native_rationale': 'Digitaal Humanismes'}",False,Digital Humanities,sco,Scots,Germanic,Gemini,False
1,1,1.0,Humanties Digitals,{'comparative': 'Humanties Digitals'},True,Digital Humanities,sco,Scots,Germanic,First Ollama,False
4,1,0.25,Digiyal Humanitees,"{'minimal': 'Digiyal Humanitees', 'comparative': 'Humanties Digitals', 'expert_persona': 'Humanities Digital', 'contextual': 'Digi Humanities'}",False,Digital Humanities,sco,Scots,Germanic,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,scn,Sicilian,Romance,Wikipedia,True
5,5,1.0,Scienzi umanistichi diggitali,"{'minimal': 'Scienzi umanistichi diggitali', 'comparative': 'Scienzi umanistichi diggitali', 'expert_persona': 'Scienzi umanistichi diggitali', 'contextual': 'Scienzi umanistichi diggitali', 'native_rationale': 'Scienzi umanistichi diggitali'}",True,Digital Humanities,scn,Sicilian,Romance,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,scn,Sicilian,Romance,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,scn,Sicilian,Romance,Lingvanex,True
5,1,0.2,Umanitati Digitali,"{'minimal': 'Umanitati Digitali', 'comparative': 'Scienzi umanistichi diggitali', 'expert_persona': 'Umani Digitali', 'contextual': 'Umanìstica Digitale', 'native_rationale': 'Umani studi digitali'}",False,Digital Humanities,scn,Sicilian,Romance,OpenAI,False
5,4,0.8,Umanistichi Digitali,"{'minimal': 'Umanistichi Digitali', 'comparative': 'Umanistichi Diggitali', 'expert_persona': 'Umanistichi Digitali', 'contextual': 'Umanistichi Digitali', 'native_rationale': 'Umanistichi Digitali'}",True,Digital Humanities,scn,Sicilian,Romance,Claude,False
5,3,0.6,Umanitati Digitali,"{'minimal': 'Umanitati Digitali', 'comparative': 'Umanità Digitale', 'expert_persona': 'Umanitati Digitali', 'contextual': 'Umanità Digitale', 'native_rationale': 'Umanitati Digitali'}",False,Digital Humanities,scn,Sicilian,Romance,Gemini,False
1,1,1.0,Scienzi umanistichi dixitali,{'comparative': 'Scienzi umanistichi dixitali'},True,Digital Humanities,scn,Sicilian,Romance,First Ollama,False
5,1,0.2,Umanità digitàli,"{'minimal': 'Umanità digitàli', 'comparative': 'Scienzi umanistichi dixitali', 'expert_persona': 'Umanitati Digitali', 'contextual': 'Umanità Digitali', 'native_rationale': 'Umàniti Digitali'}",False,Digital Humanities,scn,Sicilian,Romance,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,roa-rup,Aromanian,Romance,Wikipedia,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,roa-rup,Aromanian,Romance,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,roa-rup,Aromanian,Romance,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,roa-rup,Aromanian,Romance,Lingvanex,True
5,1,0.2,Humanități Digitale,"{'minimal': 'Humanități Digitale', 'comparative': 'Umanistice Digitale', 'expert_persona': 'Humanitati Digitale', 'contextual': 'Științele Umaniste Digitale', 'native_rationale': 'Științele Umane Digitale'}",False,Digital Humanities,roa-rup,Aromanian,Romance,OpenAI,False
5,1,0.2,Umanitãtsã Digitali,"{'minimal': 'Umanitãtsã Digitali', 'comparative': 'Umanistice Digitale', 'expert_persona': 'Umanitătsli Digitali', 'contextual': 'Umanismili Digitali', 'native_rationale': 'Umanisticã Digitală'}",False,Digital Humanities,roa-rup,Aromanian,Romance,Claude,False
5,1,0.2,Umanitate Digitalã,"{'minimal': 'Umanitate Digitalã', 'comparative': 'Umanistichi Digitale', 'expert_persona': 'Umanitãts Digitale', 'contextual': 'Umanitate Digitale', 'native_rationale': 'Umanitati Digitale'}",False,Digital Humanities,roa-rup,Aromanian,Romance,Gemini,False
1,1,1.0,Umanistigi Digitale,{'comparative': 'Umanistigi Digitale'},True,Digital Humanities,roa-rup,Aromanian,Romance,First Ollama,False
5,1,0.2,Umanitar Digital,"{'minimal': 'Umanitar Digital', 'comparative': 'Umanistigi Digitale', 'expert_persona': 'Omenia Digitale', 'contextual': 'Umiltari Digitali', 'native_rationale': 'Omenia Digitală a Umanităților'}",False,Digital Humanities,roa-rup,Aromanian,Romance,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,rmy,Romani,Indo-Iranian,Wikipedia,True
5,5,1.0,Digitalno Humaniàlo,"{'minimal': 'Digitalno Humaniàlo', 'comparative': 'Digitalno Humaniàlo', 'expert_persona': 'Digitalno Humaniàlo', 'contextual': 'Digitalno Humaniàlo', 'native_rationale': 'Digitalno Humaniàlo'}",True,Digital Humanities,rmy,Romani,Indo-Iranian,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,rmy,Romani,Indo-Iranian,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,rmy,Romani,Indo-Iranian,Lingvanex,True
4,1,0.25,Digitālo Vudzinos,"{'minimal': 'Digitālo Vudzinos', 'comparative': 'Digitalno Romano Buti', 'expert_persona': 'Digitālne Humanitas', 'contextual': 'Digitale Manushengi Znanost'}",False,Digital Humanities,rmy,Romani,Indo-Iranian,OpenAI,False
5,1,0.2,Digitalno Manušikane Đanibe,"{'minimal': 'Digitalno Manušikane Đanibe', 'comparative': 'Digitalno Manushikano Dživdipé', 'expert_persona': 'Digitàlo Manušikane Gòdya', 'contextual': 'Digitalo Manušikane Žanibena', 'native_rationale': 'Digitalno Manušikano Đanibe'}",False,Digital Humanities,rmy,Romani,Indo-Iranian,Claude,False
5,1,0.2,Digitalno Manušipen,"{'minimal': 'Digitalno Manušipen', 'comparative': 'Digitalno Manushikano Dživdipé', 'expert_persona': 'Digitalno Manušikano Siklaripen', 'contextual': 'Digitalno Manušikano', 'native_rationale': 'Digitalikane Manušikane Šajimata'}",False,Digital Humanities,rmy,Romani,Indo-Iranian,Gemini,False
1,1,1.0,Digitalno Romano Loth,{'comparative': 'Digitalno Romano Loth'},True,Digital Humanities,rmy,Romani,Indo-Iranian,First Ollama,False
5,1,0.2,Džipal Varsmaneshi,"{'minimal': 'Džipal Varsmaneshi', 'comparative': 'Digitalno Romano Loth', 'expert_persona': 'Džipalenga Ćhavranja', 'contextual': 'Džilnal Umanistiko', 'native_rationale': 'Romane kalah valde'}",False,Digital Humanities,rmy,Romani,Indo-Iranian,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,pms,Piedmontese,Romance,Wikipedia,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,pms,Piedmontese,Romance,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,pms,Piedmontese,Romance,EasyNMT,True
